MARKERNAME	CAD_BETA	CAD_SE	CAD_MAF	MIG_BETA	MIG_SE	MIG_MAF
1:37786363	-0.0788	0.0643	0.0041999999999999815	0.049635	0.104543	0.016326
1:37786522	0.0084	0.0098	0.11539999999999995	0.005181	0.011593	0.105772
1:37786644	-0.0762	0.0439	0.0096	-0.123426	0.158457	0.011058000000000012
1:37786980	-0.0023	0.0259	0.0378	-0.02407	0.025323	0.034841
1:37787290	0.0202	0.0392	0.0205	-0.003343	0.035385	0.021802
1:37787291	0.0086	0.0177	0.03310000000000002	-0.023752	0.020526	0.035163
1:37787733	-0.0112	0.0091	0.1396	-0.008793	0.010329	0.134656
1:37787896	-0.0264	0.0393	0.00660000000000005	0.058202	0.127161	0.020519
1:37788131	-0.0045	0.0717	0.0037	0.54788	0.88055	0.010163
1:37788363	-0.0095	0.0176	0.0334	-0.022981	0.020528	0.034995
1:37788699	-0.0109	0.0176	0.0335	-0.017092	0.0206	0.034939
1:37788796	0.0049	0.0098	0.12080000000000002	-0.003168	0.011544	0.112548
1:37788822	-0.0127	0.0104	0.4547	0.000666	0.009208	0.453534
1:37788824	-0.0049	0.0121	0.2378	0.004404	0.011213	0.235228
1:37788834	-0.014	0.0176	0.1002	0.00553	0.014891	0.112367
1:37788836	0.0067	0.0196	0.0927	-0.020772	0.015585	0.10168
1:37788892	-0.0028	0.0268	0.0378	-0.020329	0.02109	0.036147
1:37789110	0.001	0.0257	0.0392	-0.01614	0.025172	0.03552
1:37789386	0.0056	0.0175	0.03400000000000003	0.017277	0.020295	0.035671
1:37789411	-0.0118	0.0087	0.1581	0.001665	0.010118	0.169048
1:37789450	-0.0287	0.014	0.1475	0.006738	0.011808	0.163476
1:37789516	-0.0043	0.0258	0.0383	-0.019969	0.025267	0.03458
1:37789609	-0.0036	0.0258	0.03810000000000002	-0.019715	0.025267	0.034279
1:37789739	0.0064	0.073	0.007800000000000029	0.021607	0.132511	0.01719
1:37790180	0.0595	0.0249	0.0195	-0.048616	0.073889	0.012499
1:37790990	-0.0093	0.0099	0.1065	0.004344	0.011067	0.104973
1:37791498	-0.0077	0.0092	0.1326	-0.008603	0.01052	0.130037
1:37791545	-0.0029	0.0401	0.0077	0.065361	0.120917	0.014650000000000052
1:37791745	-0.0001	0.008	0.1922	0.000774	0.00934	0.19342
1:37791783	-0.0076	0.0092	0.1329	-0.008556	0.010517	0.130031
1:37791817	0.0141	0.0064	0.3646	0.004698	0.007295	0.358447
1:37791821	0.0075	0.0092	0.12749999999999995	-0.004392	0.010523	0.118319
1:37791831	-0.0053	0.0175	0.0336	-0.020776	0.020481	0.034765
1:37792726	-0.0016	0.0281	0.013900000000000023	-0.030561	0.0298	0.019563
1:37792822	0.0046	0.0175	0.03369999999999995	-0.021008	0.020439	0.034727
1:37792830	-0.0025	0.0183	0.0319	-0.023901	0.020903	0.033559
1:37792912	-0.0017	0.0174	0.0338	-0.021008	0.020436	0.034725
1:37793250	0.0025	0.0174	0.03410000000000002	0.022057	0.020426	0.034848
1:37793273	0.0042	0.0175	0.03369999999999995	0.021016	0.020417	0.034711
1:37793352	-0.0045	0.0175	0.0337	-0.021048	0.02041	0.034708
1:37793512	0.0047	0.0258	0.038	-0.020188	0.025027	0.034362
1:37793641	0.0044	0.0175	0.03369999999999995	0.020954	0.020404	0.034694
1:37793866	-0.0401	0.0314	0.0131	0.028425	0.10369	0.016373
1:37793923	0.0043	0.0175	0.03369999999999995	0.020803	0.020384	0.034683
1:37793976	0.0213	0.0163	0.17	-0.030104	0.021602	0.198683
1:37794019	-0.0041	0.0175	0.0337	-0.020674	0.020375	0.034679
1:37794345	0.0142	0.0064	0.3609	0.00663	0.007233	0.3559
1:37794871	0.0117	0.0085	0.16290000000000004	0.001192	0.009928	0.172758
1:37794904	0.0144	0.0368	0.0118	0.006046	0.078307	0.01746800000000004
1:37795007	0.0161	0.0245	0.02070000000000005	0.027462	0.02865	0.02297
1:37795040	-0.0031	0.0175	0.0337	-0.021053	0.020347	0.034638
1:37795361	-0.0012	0.008	0.1922	0.0005	0.00931	0.193173
1:37795618	-0.001	0.008	0.1922	0.000559	0.009309	0.193277
1:37796031	-0.0045	0.0175	0.0337	-0.020691	0.020341	0.034827
1:37796150	0.0039	0.0175	0.03369999999999995	0.020617	0.020336	0.034855
1:37796309	-0.0219	0.0299	0.014000000000000012	-0.046959	0.037133	0.013657
1:37796413	-0.0469	0.0426	0.0071	0.138178	0.107298	0.012683
1:37796436	0.0109	0.0061	0.4935	0.002465	0.006865	0.48196
1:37796608	0.0068	0.0091	0.12670000000000003	-0.001979	0.010521	0.117422
1:37796631	-0.0012	0.008	0.1921	0.000726	0.009306	0.192666
1:37796970	0.0039	0.0175	0.03369999999999995	0.020802	0.020327	0.034916
1:37797259	0.0039	0.0175	0.03369999999999995	-0.020763	0.020329	0.03492
1:37797383	0.0038	0.0175	0.03369999999999995	0.020742	0.020331	0.034924
1:37797604	-0.0039	0.0175	0.0337	-0.020746	0.020337	0.034931
1:37797916	0.0265	0.0372	0.0072	-0.060109	0.12708	0.02052
1:37798062	-0.0043	0.0175	0.0337	-0.020699	0.02034	0.034941
1:37798270	-0.0041	0.0175	0.0337	-0.0207	0.020342	0.034945
1:37798338	-0.011	0.0068	0.2887	0.000622	0.007972	0.290187
1:37798466	0.0037	0.0175	0.03369999999999995	0.020687	0.020346	0.034953
1:37798542	-0.013	0.0113	0.26759999999999995	-0.001276	0.010215	0.253255
1:37798543	-0.0195	0.0097	0.35729999999999995	0.000582	0.008605	0.34101
1:37798686	-0.0009	0.008	0.1922	0.000735	0.009323	0.192692
1:37798899	0.0043	0.0175	0.03369999999999995	0.02064	0.020352	0.034963
1:37799276	0.004	0.0225	0.0232	-0.03103	0.058593	0.021104
1:37799370	-0.0043	0.0175	0.0337	-0.020548	0.02036	0.034976
1:37799446	-0.0042	0.0175	0.0337	-0.020537	0.020361	0.034977
1:37799495	-0.0042	0.0175	0.0337	-0.020526	0.020362	0.034979
1:37799567	-0.0042	0.0175	0.0337	-0.020496	0.020363	0.034981
1:37799675	-0.0091	0.0174	0.035599999999999965	-0.003642	0.020742	0.031634
1:37799891	-0.0118	0.0085	0.1623	-0.001874	0.00994	0.172616
1:37800212	-0.004	0.0175	0.0337	-0.020268	0.020375	0.034992
1:37800224	-0.0099	0.0165	0.0404	0.015867	0.01894	0.041387
1:37800285	-0.0114	0.0085	0.1623	-0.001906	0.009946	0.172627
1:37800290	0.008	0.0436	0.0071	-0.003906	0.092595	0.01913
1:37800589	-0.004	0.0175	0.0337	-0.020184	0.020382	0.035005
1:37800662	0.0033	0.0131	0.1844	0.00289	0.010926	0.202788
1:37801001	-0.0343	0.0314	0.0132	0.173811	0.088038	0.013167999999999958
1:37801012	0.0209	0.0096	0.3581	0.007758	0.007263	0.349405
1:37801111	-0.006	0.013	0.15810000000000002	0.010439	0.010833	0.148694
1:37801242	0.131	0.0544	0.006800000000000028	0.143582	0.161122	0.010645000000000016
1:37801352	0.0042	0.0175	0.03369999999999995	0.020127	0.020398	0.035011
1:37801395	0.0042	0.0175	0.03369999999999995	0.020117	0.020399	0.035015
1:37801443	0.0195	0.0096	0.3605	0.000924	0.008522	0.345623
1:37801469	-0.0042	0.0175	0.0337	-0.020117	0.020401	0.035025
1:37801849	-0.0096	0.0061	0.4765	-4e-05	0.00697	0.485254
1:37802091	0.0041	0.0175	0.03369999999999995	0.020005	0.020408	0.03504
1:37802351	0.0037	0.0175	0.03400000000000003	0.020097	0.0205	0.035551
1:37802563	-0.0042	0.0175	0.0337	-0.019975	0.020411	0.035044
1:37802871	-0.0115	0.0085	0.1624	-0.002098	0.009959	0.17271
1:37803154	0.0042	0.0175	0.03380000000000005	0.019913	0.020413	0.035055
1:37803746	-0.0138	0.0171	0.036900000000000044	0.004133	0.020555	0.032823
1:37804255	0.0458	0.0552	0.0064	-0.059935	0.127059	0.020506
1:37804260	0.0042	0.0175	0.03380000000000005	0.020412	0.020531	0.035002
1:37804390	-0.0387	0.0407	0.0079	0.035647	0.137587	0.012627
1:37804546	0.0042	0.0175	0.03380000000000005	0.020355	0.020532	0.035006
1:37804796	-0.0007	0.0081	0.1913	0.001107	0.00939	0.19197
1:37804809	-0.0038	0.0175	0.0338	-0.020315	0.020536	0.035013
1:37804965	0.0053	0.0258	0.0383	-0.020281	0.020537	0.035015
1:37805258	-0.0055	0.0259	0.038000000000000034	0.019858	0.02062	0.034869
1:37805500	0.0042	0.0175	0.03380000000000005	0.020206	0.020542	0.035023
1:37805759	0.0012	0.0081	0.19240000000000002	-0.000585	0.009371	0.192863
1:37806027	-0.0831	0.1493	0.0007000000000000339	-0.219366	0.146691	0.016463
1:37806067	0.0062	0.009	0.1301	-0.00191	0.010577	0.120841
1:37806513	-0.0109	0.0061	0.49	0.002989	0.006912	0.479135
1:37806533	0.0042	0.0175	0.03380000000000005	0.020107	0.020552	0.035043
1:37806668	-0.0261	0.0368	0.007299999999999973	-0.05996	0.127052	0.020504
1:37807129	0.008	0.0174	0.0356	0.002622	0.020715	0.031786
1:37807146	0.0063	0.009	0.13019999999999998	-0.001904	0.010584	0.120897
1:37807596	0.0038	0.0175	0.03380000000000005	0.019527	0.020569	0.035023
1:37807857	-0.0107	0.0068	0.2894	-0.00039	0.007984	0.292969
1:37807938	-0.0059	0.0067	0.3262	-0.003915	0.007833	0.317777
1:37808083	0.0004	0.0082	0.17930000000000001	0.003586	0.009615	0.181167
1:37808194	0.0041	0.0175	0.03380000000000005	0.019824	0.020564	0.035066
1:37808248	0.0015	0.0081	0.1886	-0.001127	0.009416	0.190317
1:37808308	-0.0346	0.0194	0.0833	-0.012558	0.015711	0.099248
1:37808310	-0.0272	0.0137	0.1771	-0.000572	0.011903	0.18559
1:37808432	-0.0188	0.0095	0.3641	0.002129	0.008474	0.345863
1:37808473	0.0059	0.009	0.1301	-0.002934	0.010646	0.121321
1:37808594	-0.0122	0.0063	0.39449999999999996	0.004316	0.007144	0.390174
1:37808855	-0.0114	0.0085	0.1622	-0.003382	0.010009	0.17232
1:37808909	0.0109	0.023	0.0254	0.009224	0.033879	0.017939
1:37808921	-0.0031	0.0175	0.0339	-0.018971	0.020616	0.035152
1:37809187	0.0071	0.0281	0.013700000000000045	-0.032024	0.030737	0.018607
1:37809286	0.0529	0.042	0.007600000000000051	-0.232809	0.240897	0.011643
1:37809549	0.0133	0.0063	0.3609	0.006886	0.007198	0.354301
1:37810392	0.0085	0.0062	0.4458	0.002106	0.007308	0.438854
1:37810437	-0.0192	0.0096	0.4004	0.003859	0.007159	0.389883
1:37810455	-0.011	0.0086	0.1622	-0.003143	0.010037	0.172144
1:37810728	0.0031	0.0176	0.03369999999999995	0.018318	0.020693	0.035143
1:37811706	-0.0016	0.0177	0.034	-0.017686	0.020738	0.035257
1:37811842	-0.0086	0.0085	0.1678	-0.001355	0.010072	0.174271
1:37811987	0.0296	0.0373	0.0072	-0.055412	0.127101	0.02046
1:37812014	-0.0727	0.0385	0.0097	0.143068	0.227259	0.011487
1:37812216	-0.0013	0.0177	0.0338	-0.017525	0.020777	0.035172
1:37812672	0.0117	0.0097	0.13429999999999997	0.009325	0.010979	0.125068
1:37812722	0.0278	0.0368	0.0074	-0.053972	0.127083	0.020448
1:37812735	-0.007	0.0092	0.1306	0.003023	0.010817	0.124087
1:37813066	0.1495	0.0863	0.0026000000000000467	-0.093286	0.121661	0.018716
1:37813072	-0.057	0.045	0.0069	0.229918	0.238887	0.011795
1:37813281	0.0079	0.0093	0.12929999999999997	0.002983	0.010824	0.124981
1:37813549	0.0014	0.0179	0.03359999999999996	0.013792	0.020825	0.03538
1:37813633	-0.0142	0.0065	0.3591	-0.004741	0.007382	0.354804
1:37813672	0.0397	0.0257	0.0183	0.091648	0.03405	0.013123
1:37813896	-0.0005	0.0179	0.0336	-0.013335	0.020856	0.035399
1:37814215	0.0141	0.0244	0.0172	0.008766	0.030904	0.016568
1:37814302	0.0046	0.0157	0.049699999999999966	-0.001887	0.02252	0.048247
1:37814390	-0.0081	0.0093	0.1284	0.003202	0.010972	0.125086
1:37814531	-0.006	0.0096	0.1219	-0.000844	0.01169	0.117173
1:37814534	-0.006	0.0096	0.122	-0.000766	0.01169	0.117269
1:37815002	0.0028	0.0181	0.0336	-0.012757	0.021055	0.035294
1:37815147	-0.0011	0.0185	0.0316	-0.016925	0.021434	0.034015
1:37815239	-0.0227	0.0136	0.07469999999999999	-0.028546	0.018409	0.06835
1:37815254	0.0154	0.0248	0.021599999999999953	0.126233	0.063601	0.022925
1:37815264	-0.0021	0.0433	0.009299999999999975	-0.196842	0.145083	0.017303
1:37815324	-0.0208	0.0176	0.0395	-0.024564	0.021977	0.038164
1:37815330	-0.0165	0.0179	0.0379	-0.02349	0.022027	0.036883
1:37815348	0.0063	0.0198	0.030000000000000027	-0.008937	0.026074	0.029849
1:37815410	-0.0126	0.0315	0.0147	0.018855	0.080749	0.018921
1:37815431	0.0397	0.0393	0.011399999999999966	0.192902	0.142634	0.017133
1:37815480	-0.1113	0.1857	0.0005	0.0051	0.160322	0.013357999999999981
1:37815763	-0.0079	0.0426	0.0094	-0.187626	0.143379	0.016865
1:37816473	-0.0116	0.0118	0.48360000000000003	-0.011163	0.016398	0.46069899999999997
1:37816528	0.0217	0.0687	0.00880000000000003	0.098152	0.175541	0.011095
1:37816544	-0.016	0.0346	0.012900000000000023	0.00545	0.068798	0.013125
1:37816712	0.0188	0.0316	0.0128	0.02175	0.038225	0.015628
1:37816976	-0.0353	0.0349	0.0105	0.06033	0.040889	0.011529
1:37817414	0.0093	0.0067	0.3128	-0.006429	0.007742	0.292288
1:37817430	0.0034	0.0062	0.479	-0.002604	0.007025	0.46023099999999995
1:37817784	-0.0073	0.0371	0.009700000000000042	-0.079848	0.096962	0.019028
1:37818205	-0.0001	0.0149	0.0563	-0.017091	0.015303	0.061718
1:37818383	0.0036	0.0062	0.4789	-0.002683	0.00701	0.459526
1:37818861	0.0081	0.0373	0.0095	0.080522	0.096918	0.018984
1:37819031	-0.0046	0.0374	0.009499999999999953	-0.080306	0.096903	0.018987
1:37819605	0.0089	0.0373	0.0095	0.080312	0.096883	0.018973
1:37819814	0.0557	0.0487	0.0127	0.076317	0.096781	0.019146
1:37819990	-0.0047	0.0374	0.009499999999999953	-0.080347	0.09687	0.018964
1:37820782	0.0039	0.0373	0.0096	0.080104	0.09685	0.01895
1:37820973	0.0038	0.0062	0.479	-0.002639	0.006978	0.459082
1:37821348	-0.0057	0.0319	0.0096	0.043324	0.039585	0.013179
1:37821732	0.0083	0.0066	0.3285	-0.003835	0.007551	0.308813
1:37822195	0.0091	0.0066	0.3147	-0.005879	0.007637	0.296613
1:37822217	-0.0081	0.0375	0.009800000000000031	-0.074481	0.096842	0.019008
1:37822481	0.0133	0.0338	0.0118	0.035966	0.035111	0.014224
1:37822585	-0.0091	0.0375	0.009800000000000031	-0.074499	0.096826	0.019
1:37822716	-0.0104	0.0375	0.009800000000000031	-0.07447	0.096822	0.018997
1:37823170	-0.0161	0.0186	0.03390000000000004	-0.007796	0.020855	0.042197
1:37823650	-0.0461	0.0517	0.013000000000000012	-0.082291	0.097028	0.018704
1:37823972	0.033	0.0477	0.0128	0.042934	0.086012	0.01881
1:37824340	-0.0226	0.0086	0.1512	0.012869	0.009475	0.155919
1:37824454	0.0058	0.0319	0.009600000000000053	-0.043074	0.039295	0.0132
1:37824478	-0.0004	0.0218	0.0216	0.006206	0.025372	0.022998
1:37824508	0.0036	0.0062	0.48129999999999995	-0.003111	0.006862	0.46276799999999996
1:37825143	0.0039	0.0379	0.0097	0.081813	0.096984	0.018702
1:37825159	-0.0035	0.0062	0.4814	0.003019	0.006863	0.46229299999999995
1:37825506	-0.0611	0.0596	0.0049	0.17852	0.13915	0.015946
1:37825823	0.0019	0.038	0.0097	0.081823	0.096988	0.018699
1:37826463	0.008	0.0739	0.0097	0.3698	0.206388	0.01231099999999996
1:37826757	0.0041	0.0062	0.482	-0.00318	0.006872	0.45985200000000004
1:37826908	0.024	0.009	0.13780000000000003	-0.010332	0.009762	0.145377
1:37826993	0.0037	0.0062	0.48129999999999995	-0.002962	0.006861	0.461036
1:37827889	0.0033	0.0062	0.4806	-0.00306	0.006872	0.459653
1:37828099	-0.0019	0.0378	0.009700000000000042	-0.081808	0.097005	0.018696
1:37828279	0.0021	0.0378	0.0097	0.081822	0.097006	0.018696
1:37828471	-0.0025	0.0378	0.009700000000000042	-0.081835	0.097006	0.018696
1:37828723	-0.0003	0.008	0.2106	-0.01729	0.009054	0.200957
1:37828737	0.0159	0.038	0.0069	-0.04597	0.12671	0.020382
1:37828798	-0.004	0.0333	0.0116	0.102302	0.077558	0.021576999999999957
1:37829081	0.0015	0.0152	0.0508	0.034578	0.018886	0.055264
1:37830453	0.0045	0.0383	0.0097	0.082407	0.097037	0.01868
1:37830893	-0.0055	0.0378	0.009700000000000042	-0.081841	0.097024	0.018696
1:37830993	-0.0466	0.0511	0.013000000000000012	-0.081831	0.097025	0.018696
1:37831309	0.023	0.01	0.3281	-0.005488	0.007502	0.300558
1:37831635	0.0037	0.0062	0.48129999999999995	-0.002937	0.006866	0.461048
1:37831693	-0.0018	0.0326	0.0127	0.055303	0.034577	0.018045
1:37831716	0.0335	0.0206	0.0277	-0.008539	0.029205	0.028101
1:37831968	-0.0202	0.0366	0.0084	0.075727	0.101756	0.018452
1:37832648	-0.0031	0.0062	0.4786	0.002953	0.006911	0.456526
1:37832745	0.0084	0.0377	0.0097	0.081758	0.097037	0.018697
1:37832986	-0.0381	0.0253	0.018900000000000028	-0.117298	0.036434	0.012038
1:37834053	0.0047	0.0378	0.0097	0.081759	0.097046	0.018696
1:37834198	0.0037	0.0062	0.48119999999999996	-0.002957	0.006867	0.46103700000000003
1:37834254	-0.0052	0.0377	0.009600000000000053	-0.081743	0.097046	0.018697
1:37834992	0.0464	0.0511	0.013	0.081766	0.097051	0.018697
1:37834993	0.0464	0.0511	0.013	0.081766	0.097051	0.018697
1:37835039	-0.0092	0.0066	0.31820000000000004	0.005561	0.007494	0.299021
1:37835128	-0.0051	0.0378	0.009700000000000042	-0.081759	0.097052	0.018697
1:37835185	-0.0209	0.0365	0.0084	0.076012	0.101779	0.018447
1:37835221	0.0031	0.0377	0.0097	0.081765	0.097054	0.018697
1:37835712	-0.0037	0.0062	0.4814	0.00301	0.006871	0.46121900000000005
1:37835891	0.0036	0.0062	0.48129999999999995	-0.002881	0.006872	0.46116100000000004
1:37836478	0.0093	0.0066	0.3183	-0.005583	0.007498	0.298997
1:37836486	0.0013	0.0382	0.0094	0.082238	0.097084	0.018679
1:37837125	-0.0063	0.0378	0.009700000000000042	-0.081738	0.097064	0.018697
1:37837228	-0.0061	0.0378	0.009700000000000042	-0.081745	0.097064	0.018697
1:37837576	0.0531	0.0506	0.0129	0.082967	0.097025	0.018744
1:37837886	-0.0035	0.0379	0.009600000000000053	-0.082369	0.097088	0.01868
1:37837936	0.0307	0.0206	0.0278	-0.008994	0.029181	0.028253
1:37837941	0.0235	0.009	0.13880000000000003	-0.009508	0.00976	0.14752
1:37838163	-0.0077	0.0377	0.009700000000000042	-0.081757	0.097073	0.018697
1:37838548	0.0052	0.0378	0.0097	0.081776	0.097075	0.018697
1:37838621	-0.0049	0.0378	0.009600000000000053	-0.082382	0.097094	0.01868
1:37838762	-0.0045	0.0378	0.009600000000000053	-0.08178	0.097078	0.018697
1:37839088	-0.0489	0.016	0.042200000000000015	-0.020382	0.018986	0.043884
1:37839162	0.0651	0.0481	0.007900000000000018	0.1834	0.15225	0.012951000000000046
1:37839222	-0.0064	0.0378	0.009700000000000042	-0.08177	0.097078	0.018697
1:37839294	0.0093	0.0066	0.3182	-0.005747	0.007499	0.299011
1:37839371	0.0272	0.0441	0.00880000000000003	-0.034202	0.058024	0.010472
1:37839416	-0.0074	0.0377	0.009700000000000042	-0.081743	0.097079	0.018697
1:37839463	0.005	0.0128	0.0645	0.032744	0.015237	0.063124
1:37839692	-0.0078	0.0377	0.009700000000000042	-0.08173	0.097082	0.018696
1:37839699	-0.005	0.0128	0.0635	-0.032086	0.015288	0.062891
1:37839988	0.0053	0.0378	0.0097	0.081732	0.097086	0.018697
1:37840180	0.0073	0.0377	0.0097	0.081727	0.097086	0.018697
1:37840207	-0.0027	0.0379	0.009600000000000053	-0.08232	0.097103	0.01868
1:37840486	0.0026	0.0061	0.47040000000000004	-0.002003	0.00689	0.453207
1:37840709	0.0094	0.0182	0.03390000000000004	0.037179	0.021197	0.03381
1:37841342	-0.0226	0.0101	0.35529999999999995	0.002363	0.007619	0.330822
1:37841777	0.0235	0.009	0.13759999999999994	-0.010534	0.009758	0.145146
1:37842169	-0.0114	0.0094	0.49319999999999997	-0.00298	0.006939	0.468156
1:37842290	-0.0219	0.0141	0.1265	0.002295	0.011753	0.137652
1:37842302	-0.0111	0.0375	0.009600000000000053	-0.080871	0.096962	0.018735
1:37843173	0.0511	0.0505	0.0128	0.080833	0.096977	0.018734
1:37843228	-0.0081	0.0376	0.009600000000000053	-0.08085	0.096978	0.018735
1:37843495	-0.0511	0.0505	0.012800000000000034	-0.080882	0.096983	0.018734
1:37843787	-0.0075	0.0134	0.19230000000000003	0.006401	0.009457	0.217799
1:37844389	0.0147	0.0445	0.012299999999999978	-0.043593	0.036795	0.0143
1:37844397	-0.0264	0.0144	0.1238	0.010784	0.010328	0.134147
1:37844442	0.0033	0.0062	0.48419999999999996	-0.00268	0.006935	0.467604
1:37844504	0.0238	0.009	0.13780000000000003	-0.010889	0.009755	0.145133
1:37845154	0.0225	0.01	0.3286	-0.005804	0.007503	0.301084
1:37845291	-0.0235	0.009	0.1376	0.010699	0.009755	0.145094
1:37845484	0.0037	0.0062	0.48150000000000004	-0.002816	0.006875	0.461175
1:37845917	0.0238	0.009	0.13780000000000003	0.010936	0.009753	0.145109
1:37845970	-0.0176	0.0341	0.010600000000000054	0.010408	0.043551	0.013963
1:37846026	0.0085	0.0376	0.0096	0.080831	0.09703	0.018735
1:37846663	0.0069	0.0442	0.0186	0.1566	0.155981	0.016044999999999976
1:37846664	0.0093	0.0066	0.3214	-0.004455	0.007455	0.304582
1:37846669	0.0093	0.0377	0.0096	0.082043	0.097208	0.018707
1:37846948	0.0015	0.0346	0.0116	0.085798	0.073662	0.02584
1:37847121	-0.0237	0.009	0.1375	0.010853	0.009755	0.144943
1:37847144	-0.0105	0.0376	0.009600000000000053	-0.08207	0.09722	0.018706
1:37847280	-0.0239	0.009	0.1377	0.011226	0.009753	0.144957
1:37847595	0.0103	0.0376	0.0096	0.082113	0.097246	0.018707
1:37847618	0.0047	0.0378	0.0096	0.082292	0.09726	0.018681
1:37847723	-0.0577	0.1169	0.0019000000000000128	0.203203	0.418127	0.011089
1:37847768	-0.0096	0.0376	0.009600000000000053	-0.082102	0.097258	0.018707
1:37847866	-0.012	0.0376	0.009600000000000053	-0.082127	0.097267	0.018708
1:37848222	0.0045	0.0345	0.0096	-0.020415	0.055577	0.014344000000000023
1:37848793	-0.0097	0.0066	0.32110000000000005	0.00595	0.007491	0.300365
1:37849044	-0.0045	0.0127	0.0643	-0.033396	0.015194	0.063263
1:37849736	0.0037	0.0373	0.0094	0.082586	0.097483	0.018712
1:37849937	-0.0098	0.0066	0.32189999999999996	0.005783	0.007498	0.302518
1:37850069	-0.0088	0.0066	0.32599999999999996	-0.008223	0.007525	0.317591
1:37850119	-0.0276	0.0276	0.046699999999999964	-0.084577	0.041798	0.045637
1:37850223	-0.0279	0.0503	0.012499999999999956	-0.08299	0.097567	0.018688
1:37851398	-0.0033	0.0062	0.4826	0.002751	0.006914	0.46365199999999995
1:37851612	-0.0026	0.0372	0.009600000000000053	-0.077163	0.097685	0.018934
1:37851773	-0.0064	0.0376	0.0095	0.083527	0.097788	0.018694
1:37851941	-0.0056	0.0372	0.009499999999999953	0.080184	0.097761	0.018817
1:37852011	-0.0117	0.0306	0.0108	0.061267	0.037874	0.014244
1:37852110	0.0017	0.045	0.0115	0.078094	0.040156	0.013818
1:37852246	0.0411	0.0496	0.0126	0.080321	0.097803	0.018817
1:37852334	-0.023	0.0099	0.33440000000000003	-0.005008	0.00881	0.309304
1:37853334	-0.0102	0.0066	0.3187	0.006947	0.007484	0.301737
1:37853633	-0.0137	0.0219	0.0255	-0.052947	0.024666	0.030785
1:37853674	0.0772	0.0897	0.0022	0.084849	0.231725	0.018595
1:37853752	-0.0066	0.031	0.0106	0.051089	0.038381	0.014104
1:37853848	0.0134	0.031	0.01429999999999998	-0.06356	0.097494	0.019156
1:37853860	-0.0147	0.03	0.0115	0.057971	0.037718	0.014421
1:37853930	-0.0501	0.0411	0.0073	0.15547	0.126064	0.014853
1:37854010	0.0261	0.0088	0.14429999999999998	-0.008255	0.009705	0.151604
1:37854123	0.001	0.0082	0.2027	-0.014938	0.009957	0.193187
1:37854440	-0.0245	0.0098	0.1152	0.00565	0.010844	0.123876
1:37854733	-0.001	0.0148	0.047	0.032032	0.016703	0.045885
1:37854805	0.0008	0.0147	0.04749999999999999	-0.032217	0.016699	0.04641
1:37854876	-0.0047	0.0143	0.050799999999999956	-0.026263	0.016192	0.04994
1:37855008	-0.0078	0.0138	0.0534	-0.041481	0.015702	0.049936
1:37855352	0.0075	0.0138	0.053	0.041814	0.015698	0.049904
1:37855442	0.1199	0.0319	0.012900000000000023	-0.009845	0.038757	0.012043
1:37855511	-0.0189	0.0085	0.1554	0.010126	0.00954	0.158084
